supermarket_id,timestamp,user_id,items_list,total_amount
SMKT001,2025-06-06T10:22:00.509763,18ee43f2-bfc1-4834-9639-8b58e85ed02f,"bread,milk,orange juice",6.3
SMKT003,2025-05-21T16:09:00.519506,2222967e-1786-40ed-9beb-77f1813f99fe,"milk,bread,eggs,cereal",10
SMKT003,2025-05-29T17:09:00.534268,6e43b233-69a4-4882-a1c9-03f6c670a393,"milk,bread,eggs",6.5
SMKT001,2025-05-26T12:09:00.557140,92d8c484-965b-428a-85df-0e7b25e68a70,"bread,milk",3.5
SMKT003,2025-05-26T09:28:00.524114,f208ce2f-d6ca-45b2-9322-24f62cb2c5d0,"milk,eggs,bread,orange juice",9.3
SMKT002,2025-06-02T08:45:00.529312,5f760cec-f829-4f61-adfc-9f23d0308ebf,"milk,bread,eggs",6.5
SMKT003,2025-06-09T12:27:00.537621,b221a08c-28b3-4a96-9355-e2f5dea3ceb7,"eggs,bread,milk",6.5
SMKT002,2025-06-02T16:18:00.487337,dfbfa69e-fd93-43df-a5a4-63fa654b9d75,"milk,eggs,bread,orange juice",9.3
SMKT002,2025-06-01T09:42:00.455454,94c16213-f998-4965-9e53-84bd1251f997,"milk,eggs,apples",5.3
SMKT003,2025-05-23T11:40:00.477248,195c1629-63f3-4f72-a426-b2e42c5c9eaa,"milk,bread,eggs",6.5
SMKT003,2025-06-09T20:19:00.503552,b12c99eb-4b3f-416a-a6bd-e3a62e308735,"bread,milk,eggs",6.5
SMKT003,2025-05-20T09:32:00.529368,f2bf83ca-5b70-4c35-9cb6-e72c7af39b61,"bread,eggs,milk",6.5
SMKT003,2025-06-11T19:33:00.528012,a5803892-1214-4c8b-98eb-3f409d3f2bd1,"eggs,bread",5
SMKT002,2025-05-28T16:54:00.476021,92c2a934-9666-4cb4-bcae-b6ff20220bec,"bread,milk,yogurt",4.7
SMKT003,2025-06-11T12:27:00.511922,6ff85d06-4ded-42b2-ad58-6474fe85bd36,"bread,eggs,milk,yogurt",7.7
SMKT002,2025-05-31T06:20:00.504482,592cf6d8-1447-4972-a798-8b0130c3f251,"milk,eggs",4.5
SMKT002,2025-06-07T17:05:00.564509,17095a95-32e8-479a-8e7a-d99c06d34cad,"eggs,milk,bread",6.5
SMKT002,2025-05-29T08:56:00.485645,8d0559ef-c36b-44ef-af27-24d8f9c7cf68,"bread,milk",3.5
SMKT002,2025-05-23T06:16:00.498583,01a0fa45-0034-48b6-8702-c22669abef93,"bread,eggs,cheese",10
SMKT003,2025-06-06T20:58:00.505771,df5ce857-d2ce-493c-9214-4476e540a304,"milk,bread",3.5
SMKT002,2025-05-13T14:49:00.498940,e446e2d3-4891-4347-b3c5-14b7373c5246,"milk,bread,eggs,chicken",13
SMKT001,2025-06-06T12:55:00.527192,17f38265-e8a9-4d27-bf44-91c6f2cecb4a,"bread,milk,cereal",7
SMKT002,2025-06-11T16:38:00.458243,69dab3ce-cfe1-4e69-b9fd-c56fc1899d9b,"bread,milk",3.5
SMKT002,2025-05-31T09:46:00.505215,e91de119-2d5e-4071-b586-0cc722804f62,"milk,eggs,bread",6.5
SMKT002,2025-05-26T09:31:00.511532,178fb774-3dd8-4134-85c4-ed1b6d347b36,"bread,milk",3.5
SMKT001,2025-05-27T13:13:00.503893,9a07f93e-42bc-4004-a42a-a2ba03fbf79d,"milk,eggs,cheese",9.5
SMKT001,2025-06-12T11:51:00.506442,35acc62e-fa3b-46c2-935a-38b92bda3a66,"eggs,milk",4.5
SMKT002,2025-05-15T14:42:00.526540,75049957-77af-45db-ba61-e06e844ff9c6,"eggs,bread,yogurt",6.2
SMKT003,2025-06-01T16:31:00.479244,ad704225-9feb-4c6c-8669-aa7c57858fa7,"bread,eggs",5
SMKT002,2025-05-27T17:48:00.485584,4de0f134-958c-431b-8ce7-fefae4acddc5,"milk,eggs,bread",6.5
SMKT003,2025-06-09T17:39:00.476892,bc03e442-c061-4bde-afe4-2b74a48e8714,"bread,eggs",5
SMKT001,2025-05-22T11:49:00.484861,9a21b4ff-cd24-437f-80c4-3fa7ce162ee7,"eggs,milk,bread,cereal",10
SMKT003,2025-05-16T18:06:00.459729,fb3cb51f-6d25-422e-95f8-079889117715,"eggs,milk",4.5
SMKT003,2025-05-18T17:15:00.457650,0f95c063-8608-46d0-84fa-8ad6a96c4dc9,"eggs,milk",4.5
SMKT003,2025-05-15T18:47:00.533560,1bd78e47-f8c6-45a2-bfae-d5c8d6ce4655,"bread,milk,eggs",6.5
SMKT001,2025-06-09T13:16:00.481733,e6f96664-7590-47ae-a82d-74448ce10773,"milk,bread,eggs,cheese",11.5
SMKT002,2025-05-16T16:39:00.469542,091d06f1-7d79-48f4-b27b-aec8d7c81faf,"bread,eggs,milk,apples",7.3
SMKT003,2025-05-25T09:47:00.522293,36a2ed5a-a2da-418d-8185-cfb8683da735,"bread,eggs",5
SMKT002,2025-05-31T13:35:00.501740,ca8aca78-541e-4f59-8ca9-0bfc0891e864,"milk,bread,eggs",6.5
SMKT003,2025-05-25T20:21:00.482535,9b3fa337-9b87-4327-b204-c2a769b761ac,"milk,eggs,bread,cheese",11.5
SMKT002,2025-06-07T19:59:00.529088,ae12018a-4e12-4f04-bd35-6e29de0e458c,"eggs,bread,apples",5.8
SMKT002,2025-06-06T17:01:00.471645,8283cd3b-4178-4775-9e9e-fb8932aad49f,"eggs,milk",4.5
SMKT003,2025-05-15T11:22:00.511872,76162858-bf79-491e-b071-7916ad3bc63c,"eggs,milk",4.5
SMKT003,2025-05-24T18:47:00.538022,d8be9c4a-8458-4f5a-9512-3c26ff6affc2,"eggs,bread",5
SMKT003,2025-06-06T13:32:00.467731,a27c6a7e-5683-47ee-ac0e-a0d9e1043d8b,"milk,bread",3.5
SMKT002,2025-06-10T18:44:00.568685,c8758a29-47d9-4f54-a03d-e22e8840f0d5,"milk,bread",3.5
SMKT001,2025-05-30T12:43:00.501162,849cd16c-0a86-456e-bb8e-898e949227c5,"milk,bread,eggs",6.5
SMKT002,2025-05-18T14:12:00.550382,8188f3f2-9ab1-4a0a-8a7d-fa5ec4b486d8,"eggs,milk",4.5
SMKT003,2025-06-10T11:35:00.477896,f34fb04d-7c4c-465b-8d87-7a6690bc1556,"milk,bread,eggs",6.5
SMKT003,2025-06-05T16:57:00.541506,ccace05e-523b-4f5f-8e5f-db07513d61f1,"eggs,milk,bread",6.5
SMKT003,2025-05-16T07:55:00.507616,4accacd5-3407-44a8-a8f9-78912dac61c2,"eggs,bread,milk",6.5
SMKT003,2025-06-01T15:44:00.468796,7a950615-13fb-4dfa-9516-002e1eff40b5,"eggs,milk,bread",6.5
SMKT003,2025-05-26T14:33:00.496969,97994843-d249-4be8-af9c-fa75fea57728,"eggs,bread,milk",6.5
SMKT002,2025-05-26T06:36:00.459861,86414d13-de6c-4b37-a175-ee5d619b7d56,"milk,eggs,bread",6.5
SMKT003,2025-05-28T08:20:00.528481,05c57846-d63c-49c6-862f-062387faa46f,"bread,eggs",5
SMKT003,2025-06-07T11:55:00.454866,80f195ab-5c13-46fb-89a6-a996945e1d6a,"milk,bread,eggs",6.5
SMKT003,2025-05-14T08:18:00.573964,47666533-2c07-42bf-aca5-b7d9a3d092f4,"milk,eggs",4.5
SMKT003,2025-05-20T16:16:00.537700,6afdecb9-695e-49c6-9c82-0a3b6e805f03,"eggs,bread,chicken",11.5
SMKT003,2025-05-30T08:53:00.560974,dcf9b282-eaae-41c5-8f4a-b53c5c1413b2,"bread,eggs,milk",6.5
SMKT002,2025-06-04T18:51:00.475944,336dffea-b8cb-405c-a4a9-18ec6a5abe2c,"eggs,milk,bread",6.5
SMKT001,2025-05-16T12:30:00.512590,dec093b3-77a9-412a-a100-0d062411c394,"eggs,milk,bread",6.5
SMKT001,2025-05-18T11:58:00.469162,6693f849-8b7f-494e-bf71-55cc979ac47e,"eggs,milk,toilet paper",8.5
SMKT003,2025-06-06T18:05:00.490556,63d5f3ac-da43-4741-8324-7dd843a28a5a,"milk,eggs,bread",6.5
SMKT002,2025-06-03T12:34:00.547796,53748be5-ae44-4c24-992e-44e9a7b9f667,"milk,eggs",4.5
SMKT002,2025-05-31T10:44:00.495930,c8d00e04-98e1-4af6-b1f9-3e69bfb7e774,"milk,bread",3.5
SMKT003,2025-06-01T08:59:00.469346,fa49a5d4-e144-4cab-9bfb-db2878abd20a,"eggs,milk,bread",6.5
SMKT003,2025-06-12T12:05:00.455529,94c16213-f998-4965-9e53-84bd1251f997,"eggs,milk,bread",6.5
SMKT003,2025-06-05T07:12:00.564142,72b69b79-3b09-4e87-b936-d379d30ade08,"eggs,milk,bread",6.5
SMKT003,2025-05-17T07:43:00.546691,80053342-d19b-436f-bc50-0c51d006f68a,"bread,eggs,milk,cheese",11.5
SMKT003,2025-05-15T12:39:00.549913,bd11a830-c333-45fc-af35-048b566245b0,"bread,eggs,orange juice",7.8
SMKT003,2025-05-29T11:07:00.502947,f955b750-55c0-4ec8-8147-71d58129d7de,"bread,eggs",5
SMKT003,2025-05-15T06:33:00.498483,ca06610f-a3fa-4a62-ac6f-39b3c109f51f,"eggs,milk,bread",6.5
SMKT002,2025-06-07T11:05:00.537529,48b43d68-b6ea-4752-ab8f-8c6b6f090d84,"milk,bread,eggs",6.5
SMKT002,2025-05-17T10:25:00.545564,dc3b5cc5-61c6-4595-92ab-41f813fbf2d6,"milk,eggs",4.5
SMKT002,2025-05-24T16:52:00.521219,369b1c45-168d-4fe8-ab19-debcd072ce13,"milk,eggs",4.5
SMKT002,2025-05-24T16:19:00.561239,334e24d2-29f2-4c1b-94a0-e871720feb51,"milk,bread,eggs,cereal",10
SMKT002,2025-05-13T08:03:00.567293,db096285-0b06-4aa7-b402-4b1f4e855e5c,"milk,eggs,toilet paper",8.5
SMKT002,2025-05-16T06:00:00.512672,68a253b0-eb83-42ec-8815-ce0de6f546ba,"eggs,milk,bread,chicken",13
SMKT003,2025-06-01T13:21:00.472609,4c132ae1-c95b-4965-b27b-92cbc531523b,"eggs,milk,cheese",9.5
SMKT002,2025-05-25T09:47:00.555414,bbe903d6-d519-4718-8d85-6fa7ae192878,"bread,milk",3.5
SMKT001,2025-05-22T11:17:00.526280,87851d0f-8a44-4a15-a942-9837866055a8,"milk,bread",3.5
SMKT002,2025-06-04T14:41:00.470242,20fbbaaf-6acc-4127-891e-431c0e01e386,"milk,bread",3.5
SMKT002,2025-05-18T20:30:00.533078,2a5a45eb-027f-4888-9786-deaf53e2e4c5,"milk,eggs,bread",6.5
SMKT003,2025-06-04T18:32:00.555361,ce2ec537-26da-4f98-85aa-791512cbc7da,"milk,bread",3.5
SMKT003,2025-06-03T06:28:00.535668,fe0cc889-09ea-46fd-87ab-90312d0f6458,"eggs,bread,apples",5.8
SMKT002,2025-06-11T11:19:00.516723,53c74659-80cd-4435-a6c6-0f72576112be,"eggs,milk,bread,cereal",10
SMKT002,2025-05-31T19:48:00.469219,1484f5e9-5000-4c7c-bf1c-8d4454da7420,"milk,bread,eggs",6.5
SMKT003,2025-05-17T06:10:00.532683,6902a832-b80e-4d38-80ae-1d493136f57a,"eggs,bread",5
SMKT003,2025-05-14T15:51:00.483322,2adb583d-afe0-499d-9636-cb34b022fee7,"bread,milk",3.5
SMKT002,2025-06-06T06:55:00.455560,94c16213-f998-4965-9e53-84bd1251f997,"eggs,bread,milk,toilet paper",10.5
SMKT002,2025-05-22T11:54:00.459638,aa2c2202-0b34-4c9a-aa04-2f232d27990e,"eggs,milk",4.5
SMKT003,2025-06-06T11:20:00.471986,6b0bb53a-2fec-470f-b909-84a8a0c5323a,"milk,eggs,chicken",11
SMKT002,2025-05-23T08:52:00.509135,6ec78097-cfcd-4296-b2c8-f43c07a9397b,"milk,bread,eggs",6.5
SMKT003,2025-05-28T19:57:00.574864,bd2d3ef4-644e-4197-9562-f410d5f218c0,"milk,eggs,cheese",9.5
SMKT001,2025-06-11T13:37:00.564447,ad878915-ac0c-41db-b2a6-50a375952ee2,"milk,eggs",4.5
SMKT003,2025-05-16T10:17:00.492634,1d60b6a8-e38c-45f9-954e-aadb43883566,"bread,eggs,milk,chicken",13
SMKT002,2025-05-20T08:09:00.511484,0e9f89c6-f838-4c41-be1b-7ccd9c3478b4,"milk,eggs",4.5
SMKT003,2025-06-09T18:00:00.543527,4c3de7d3-90c5-4444-b424-7112e6207f6f,"eggs,milk",4.5
SMKT003,2025-05-26T06:46:00.539706,1cf310ae-eaf6-431a-a66d-24f80e8f9784,"eggs,milk,bread,yogurt",7.7
SMKT003,2025-05-16T14:38:00.546125,3ff262ee-5099-4a6c-9dfe-b062a50c9bf8,"milk,eggs",4.5
SMKT003,2025-05-18T13:38:00.522335,726bedf6-7ac2-4f1c-8a26-793048364cc4,"bread,milk,eggs",6.5
SMKT003,2025-06-07T11:12:00.510085,4a5badb7-1991-4b37-87c1-3bd8012b6062,"milk,eggs,bread",6.5
SMKT003,2025-05-13T11:28:00.540824,f46d2516-594c-4dee-bec8-239f97207a38,"milk,bread",3.5
SMKT003,2025-05-24T20:39:00.534118,94031c4b-6eae-4fa8-be58-0a1041a8f017,"milk,eggs",4.5
SMKT002,2025-06-09T07:35:00.471516,13fa2d9e-a733-4d8e-926c-a017725337de,"milk,eggs,bread",6.5
SMKT003,2025-05-27T11:31:00.545777,f23f8954-5068-4f2b-8721-dcb45241dd16,"milk,eggs",4.5
SMKT002,2025-05-15T20:05:00.493957,079db540-71ba-40f1-9add-f8589986453b,"bread,milk",3.5
SMKT001,2025-05-31T11:29:00.515943,028552c6-9a91-4639-b8f7-e867a73ca458,"eggs,bread",5
SMKT003,2025-06-02T14:30:00.496825,68008543-c755-4f39-afb2-623151ab58cc,"milk,eggs,yogurt",5.7
SMKT002,2025-05-19T17:57:00.554682,db9653e5-5550-4cf7-8591-b3b961cad8e4,"eggs,bread,milk",6.5
SMKT003,2025-06-07T14:32:00.514554,eb9e341d-f5d2-426d-ae3f-3cda3fbb4974,"bread,milk,eggs",6.5
SMKT002,2025-05-15T18:53:00.532559,355bf6e9-e389-4ac6-ae57-4fca9130fdc9,"bread,eggs,milk",6.5
SMKT002,2025-06-09T07:12:00.497220,420b7871-ff3f-4d18-ab5c-a1257af3435e,"milk,eggs,bread",6.5
SMKT002,2025-06-05T16:38:00.536580,53faf0e7-36f5-4bae-b410-e0a697fe5177,"eggs,milk",4.5
SMKT003,2025-05-21T07:05:00.510271,c56225a6-a914-43f8-a891-d0381da2233d,"bread,eggs,orange juice",7.8
SMKT001,2025-06-09T13:02:00.471631,8283cd3b-4178-4775-9e9e-fb8932aad49f,"milk,bread",3.5
SMKT002,2025-05-30T07:33:00.487875,e6237282-b724-4e38-9978-fa5c2be8aabc,"milk,eggs,bread",6.5
SMKT002,2025-06-06T15:11:00.578175,a39f4016-1444-4cb8-852b-d5a1a715070b,"milk,eggs,bread",6.5
SMKT002,2025-05-14T18:08:00.509941,ff646f6b-e4c3-4814-99bf-057da8c83c4d,"bread,eggs,apples",5.8
SMKT002,2025-05-14T11:37:00.503239,23ac2a1e-430f-4a57-95e1-3452e38a61fc,"milk,bread",3.5
SMKT002,2025-05-20T13:39:00.531061,e78fbf99-2d98-4d65-b3ed-6e5de8d585e3,"eggs,bread,milk,toilet paper",10.5
SMKT001,2025-05-27T11:45:00.481528,2702b0e4-c9f8-46f3-bed5-d237591e76ea,"milk,bread,eggs",6.5
SMKT003,2025-06-03T12:00:00.544713,1a13c772-70bb-4d45-b77d-b22f7b0a324b,"bread,eggs,milk",6.5
SMKT002,2025-05-30T14:38:00.480914,5ed31eb8-21e4-4e8c-9108-f884b4d71067,"bread,milk,eggs,cereal",10
SMKT003,2025-05-24T08:40:00.499443,d93fe0f0-e52f-4a42-97cc-4a5733c8c754,"milk,eggs,bread",6.5
SMKT003,2025-05-21T09:48:00.498689,ece9ad11-21a1-408f-b3cb-9169ebbf952f,"bread,milk,eggs",6.5
SMKT003,2025-05-16T07:59:00.524788,714cdf77-a12b-450e-8815-d8e56bae841e,"eggs,milk,orange juice",7.3
SMKT002,2025-06-03T16:24:00.500309,403c984d-f033-41e8-b811-2db928a31bef,"milk,bread,toilet paper",7.5
SMKT003,2025-06-02T14:03:00.558448,b9ec30b8-4194-4d56-bc49-97ef57b130a9,"eggs,milk",4.5
SMKT002,2025-05-27T10:17:00.527824,35cbd741-0583-4c06-bd04-a8394bb41939,"eggs,bread",5
SMKT002,2025-06-02T19:40:00.550911,a1d4c774-c955-4b14-8f6e-7d825763c1dc,"milk,eggs,bread,apples",7.3
SMKT003,2025-05-17T12:44:00.503326,1b080ede-5d0d-487a-aa03-c00da8080b3a,"bread,milk,eggs,cereal",10
SMKT001,2025-06-04T13:41:00.459369,6daf67b6-7137-4a4c-b67e-3821c64c1297,"eggs,milk,bread",6.5
SMKT003,2025-05-25T16:11:00.506371,28931e6c-7977-42d6-a818-5db70cb21007,"milk,bread",3.5
SMKT002,2025-06-10T15:36:00.540953,db1b1017-89bc-48b1-beba-8f2e15a284d0,"eggs,milk,bread,orange juice",9.3
SMKT002,2025-06-11T08:57:00.486603,97ed0bd6-2fc0-4698-bb69-07b95a23f15f,"milk,eggs",4.5
SMKT001,2025-06-11T11:40:00.554563,1c580ae5-5095-42c4-a385-a73d78b4f24e,"milk,bread,eggs,cereal",10
SMKT001,2025-06-03T13:38:00.536159,e075a7f5-29eb-4b6e-8417-a07fcaaa865a,"milk,bread",3.5
SMKT002,2025-05-16T14:56:00.481925,dd06d810-486c-48c4-9001-9d260a7d1448,"milk,eggs",4.5
SMKT002,2025-05-16T08:45:00.499952,db285980-1e8a-405b-b70e-3c9edaf0a5e2,"bread,eggs",5
SMKT002,2025-05-24T08:09:00.561023,8fdafe13-faa2-4ce4-bbe7-451110bda2cb,"eggs,bread,milk",6.5
SMKT003,2025-05-18T11:42:00.508132,3769454b-9da7-43ec-8a6f-00940dd8d9f1,"milk,eggs,toilet paper",8.5
SMKT001,2025-05-20T11:42:00.507495,95fa14f3-2b29-4f27-b0c5-98392f5e472b,"milk,bread,eggs",6.5
SMKT003,2025-05-18T13:24:00.552183,b9eb1fe9-4709-41e0-b288-ce3340d9d97f,"eggs,milk",4.5
SMKT001,2025-05-23T10:40:00.517141,d1b39d26-dc22-4965-bc7e-8aaba68b5c86,"milk,eggs",4.5
SMKT003,2025-05-27T18:52:00.498119,a3de1291-74d3-4c68-9c4e-20284ee853f3,"eggs,bread,milk,cereal",10
SMKT003,2025-05-30T15:47:00.544143,bb41f51d-26d1-46ac-ad47-0f772207fa38,"bread,eggs,milk",6.5
SMKT002,2025-06-05T07:44:00.555847,ec02b864-3c95-4757-83e6-4b25d48d9dd2,"milk,bread,eggs",6.5
SMKT002,2025-05-18T17:18:00.503364,794c3085-1572-40d0-8803-dd7c8ece5570,"milk,bread,orange juice",6.3
SMKT003,2025-06-05T17:27:00.518492,8bb3be2d-ce89-4d7e-9960-b092aacd7af7,"bread,eggs",5
SMKT003,2025-06-05T08:40:00.507183,8a7ab3d3-0ff1-4105-bddb-2ca71934e203,"eggs,milk,toilet paper",8.5
SMKT002,2025-05-31T14:42:00.471545,13fa2d9e-a733-4d8e-926c-a017725337de,"bread,milk",3.5
SMKT002,2025-06-01T07:28:00.571731,da57d1e6-1915-4cde-a6fb-e9e8d5c4f9cd,"milk,eggs,orange juice",7.3
SMKT002,2025-06-12T08:08:00.545732,f0069d41-db86-4d9f-a56e-f45434abde07,"milk,eggs",4.5
SMKT003,2025-05-24T17:35:00.534485,a63aad6f-9de5-4eff-a540-f229764cfdb0,"bread,milk",3.5
SMKT002,2025-05-17T11:01:00.573184,0e5cdc20-12b5-4574-842f-ac59132b2b68,"bread,milk",3.5
SMKT003,2025-05-14T12:04:00.507331,883299e0-5559-4301-b5b0-ca0706e1003e,"eggs,bread",5
SMKT003,2025-06-05T17:13:00.487290,ed3949d2-1fbf-4590-ae5b-3b7e8a8bc5a5,"bread,milk,chicken",10
SMKT002,2025-06-09T18:07:00.479212,ad704225-9feb-4c6c-8669-aa7c57858fa7,"bread,eggs,cheese",10
SMKT002,2025-05-15T18:41:00.571546,a5fc0f17-006b-4637-9ccc-fa6a2a55d05a,"milk,bread",3.5
SMKT002,2025-05-21T09:39:00.554795,cde56942-dcc8-4044-bf99-48a28c9ff83b,"eggs,milk,bread,cheese",11.5
SMKT003,2025-05-19T11:14:00.457316,4d30d296-b715-49c4-8805-3842f747c1f9,"milk,bread",3.5
SMKT001,2025-06-06T12:29:00.503841,4038d0ae-45c9-42bb-9d89-5c03a9ee4b53,"milk,bread,eggs",6.5
SMKT002,2025-06-06T19:15:00.559871,107aef26-955f-4741-a62d-6afc0f4b5956,"milk,eggs,bread",6.5
SMKT003,2025-05-17T17:52:00.478532,5448921b-9f25-45e7-9f16-43ae55e1e0df,"eggs,milk",4.5
SMKT003,2025-06-10T16:51:00.574920,ff92113e-20a5-4384-b539-e32b8f3bdb25,"eggs,milk",4.5
SMKT001,2025-05-17T13:38:00.495711,43f75a98-faae-42f6-97c1-cca6ce7d6814,"bread,eggs,milk",6.5
SMKT002,2025-06-04T13:52:00.529247,acffd239-2c4e-4149-a549-d82b039c357e,"bread,milk",3.5
SMKT002,2025-05-24T12:09:00.524500,18247f7b-b8c7-4a16-afbf-8fcf297da5e1,"bread,eggs,milk",6.5
SMKT002,2025-06-08T06:46:00.526343,bda45712-456b-47d2-9e5d-fbb6d5343408,"bread,milk,toilet paper",7.5
SMKT003,2025-06-08T15:39:00.544024,da56145e-08f4-4bb4-a50a-00c4b3c9d125,"milk,eggs",4.5
SMKT002,2025-06-04T06:27:00.455730,8e6267de-1a7f-4e1c-8896-6eed5f1ed661,"milk,bread,cereal",7
SMKT002,2025-05-24T16:15:00.564729,d627a9aa-398c-4cb9-96b8-a906029f50c6,"eggs,bread",5
SMKT003,2025-06-01T14:01:00.566861,9b3ad1d3-0543-4936-a806-11a385e8a6aa,"milk,bread",3.5
SMKT003,2025-06-10T14:33:00.493189,8c576588-ea96-4922-a3b9-ff913b71e43b,"bread,eggs,toilet paper",9
SMKT003,2025-05-29T15:34:00.508643,2d9ce908-97fa-4774-a9dc-a6cf9d682ee5,"eggs,bread,milk",6.5
